month,day_of_month,hour,outdoor_temperature,outdoor_humidity,wind_speed,wind_direction,diffuse_solar_radiation,direct_solar_radiation,htg_setpoint,clg_setpoint,air_temperature,air_humidity,people_occupant,co2_emission,HVAC_electricity_demand_rate,total_electricity_HVAC
-0.8309701075128657,-1.6662441491468518,-1.6613243039625585,-0.4573418434639453,1.487900722669838,-0.7737064499880127,0.7190138717410731,-0.7434228940139677,-0.4960311858283781,-0.7227167035814231,6.384472144606748,-0.9953602195593781,1.8240390375732136,-0.6920004415965817,0.0,-0.47366183366010445,-0.4507422526080629
-0.8309698163111183,-1.6662428447692386,-1.66132300907429,-0.44852875400578585,1.193566009356903,-0.8562009778784042,0.7756348026141386,-0.7434226547332354,-0.49603105770336114,-0.8951292306473039,-0.3058723113700994,-1.0120511211684549,1.8235943268072237,-0.6920002294552411,0.0,-0.4736617134429359,-0.4507421401876154
-0.830969525109677,-1.6662415403946886,-1.66132171418905,-0.4397156659963094,0.8992311636613007,-0.9386953928792227,0.8322554444679745,-0.743422415452734,-0.4960309295784435,-0.8951288964125863,-1.7165459259363143,-1.0264403905651343,1.8177685737444669,-0.6920000173140958,0.0,-0.4736615932258589,-0.4507420277672519
-0.8309692339085419,-1.6662402360232018,-1.6613204193068372,-0.4309024742018928,0.6048964721536776,-1.021189773020358,0.8888760521059631,-0.7434221761724638,-0.4960308014536251,-0.8951285621782432,-1.7165445216338617,-1.0409396221703442,1.808801630772414,-0.6919998051731454,0.0,-0.47366147300887346,-0.45074191534697267
-0.830968942707713,-1.6662389316547783,-1.6613191244276526,-0.42208938892060427,0.31056226369177115,-1.1036840478885819,0.9454968800303263,-0.7434219368924245,-0.49603067332890605,-0.8951282279442746,-1.7165431173348564,-1.0543692037107262,1.7959421845527843,-0.6919995930323903,0.0,-0.47366135279197946,-0.4507418029267774
-0.8309686515071902,-1.666237627289418,-1.6613178295514957,-0.4132763049210569,0.01622764627420075,-1.1861782641494194,1.0021174048711812,-0.7434216976126163,-0.4960305452042862,-0.8951278937106804,-1.7165417130392975,-1.0671035742562422,1.779693121904615,-0.6919993808918303,0.0,-0.4736612325751771,-0.45074169050666624
-0.8309683603069737,-1.666236322927121,-1.5168546112456973,-0.4111041965431475,0.034623687856738666,-1.1036829555085619,1.002116988521989,-0.7434214583330393,-0.4960304170797657,-0.8951275594774606,-1.7165403087471858,-1.0793908323386445,1.76289664746244,-0.6919991687514654,0.0,-0.4736611123584662,-0.4507415780866392
-0.8309680691070636,-1.6662350185678876,-1.5168535733381625,-0.4089321936453997,0.053019308363490475,-1.0211877551391362,1.0021165721733154,-0.7434212190536932,-0.49603028895534446,-0.8951272252446153,-1.7165389044585198,-1.091244725001781,1.7470602991028652,-0.6919989566112956,0.0,-0.4736609921418468,-0.4507414656666963
-0.8309677779074593,-1.6662337142117167,-1.5168525354327582,-0.40676008587075047,0.0714153498639397,-0.9386925923947628,1.0021161558251608,-0.7434209797745781,-0.4960301608310225,-0.8951268910121447,-1.7165375001733016,-1.102629248758097,1.7324765560148285,-0.6919987444713208,0.0,-0.473660871925319,-0.4507413532468377
-0.8309674867081613,-1.6662324098586097,-1.5168514975294844,-0.4045880835699119,0.08981139127028348,-0.8561975155698303,1.0021157394775253,-0.7434207404956942,-0.4960300327067998,-0.8951265567800477,-1.716536095891529,-1.1135365485212665,1.7189480697519495,-0.6919985323315412,0.0,-0.4736607517088828,-0.45074124082706296
