episode_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_comfort_penalty,std_comfort_penalty,mean_energy_penalty,std_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated
15,-3.7860004995910006,3.55349401380011,-2.2638275887338972,2.5498776332261577,-1.5221729108571034,1.4971941481427808,-4.5276551774677944,5.099755266452315,-30443.45821714207,29943.882962855616,0.08123477589479972,0.399719034368007,30443.45821714207,29943.882962855616,135899597.4813222,55.91397849462365,4464,744.0,False,True
16,-3.8161110079409144,3.532153225901612,-2.251004330468172,2.555484423466066,-1.5651066774727425,1.5555572751440356,-4.502008660936344,5.110968846932132,-31302.133549454844,31111.14550288071,0.10061913660984943,0.46969204509744306,31302.133549454844,31111.14550288071,139732724.16476643,56.18279569892473,4464,744.0,False,True
17,-3.7813120476592217,3.5292315393878066,-2.24752514709983,2.528442412707393,-1.5337869005593912,1.4928044763615407,-4.49505029419966,5.056884825414786,-30675.738011187823,29856.089527230815,0.07814963671378707,0.41660242140686793,30675.738011187823,29856.089527230815,136936494.48194245,56.74283154121864,4464,744.0,False,True
18,-3.753423630112135,3.510804498114309,-2.1435180773544156,2.513561450502507,-1.60990555275772,1.561771991642396,-4.287036154708831,5.027122901005014,-32198.111055154393,31235.439832847922,0.08454487720275977,0.42787858854065197,32198.111055154393,31235.439832847922,143732367.7502092,54.63709677419355,4464,744.0,False,True
19,-3.779859846860546,3.527448989923685,-2.2411440556785736,2.5336301053405603,-1.538715791181973,1.4960063094050726,-4.482288111357147,5.067260210681121,-30774.31582363946,29920.12618810145,0.08132566101130786,0.4133434695211336,30774.31582363946,29920.12618810145,137376545.83672655,55.66756272401434,4464,744.0,False,True
20,-3.7743062324666523,3.512558151921799,-2.2016617091438193,2.5143935544941427,-1.572644523322833,1.5442261802164174,-4.403323418287639,5.028787108988285,-31452.890466456665,30884.523604328355,0.0844672142594767,0.40081178688299246,31452.890466456665,30884.523604328355,140405703.04226255,55.30913978494624,4464,744.0,False,True
21,-3.7919003330939183,3.5511092345231137,-2.297870241189033,2.565905059262621,-1.4940300919048852,1.4497395837734766,-4.595740482378066,5.131810118525242,-29880.601838097704,28994.79167546953,0.08233863868286706,0.4209134389565671,29880.601838097704,28994.79167546953,133387006.60526815,56.7652329749104,4464,744.0,False,True
22,-3.7846363306354776,3.54240914244412,-2.228965550820893,2.517556592779513,-1.5556707798145843,1.5102512556335899,-4.457931101641786,5.035113185559026,-31113.415596291685,30205.025112671796,0.07772472564068333,0.38433689313114056,31113.415596291685,30205.025112671796,138890287.22184607,56.36200716845878,4464,744.0,False,True
23,-3.7631881901202227,3.5379703815811374,-2.251089937446672,2.545476695877356,-1.5120982526735502,1.5008293619412583,-4.502179874893344,5.090953391754712,-30241.965053470998,30016.587238825166,0.07920137010380356,0.3715398278760173,30241.965053470998,30016.587238825166,135000131.99869454,54.905913978494624,4464,744.0,False,True
24,-3.7972985586786265,3.533470745481013,-2.2178465113995034,2.537356008360731,-1.5794520472791225,1.532493962239737,-4.435693022799007,5.074712016721462,-31589.040945582452,30649.87924479474,0.09318934055864875,0.46913141073592707,31589.040945582452,30649.87924479474,141013478.78108007,55.82437275985663,4464,744.0,False,True
25,-3.812943677545282,3.568892126977522,-2.28369680204214,2.564327068242065,-1.5292468755031412,1.4914633002150413,-4.56739360408428,5.12865413648413,-30584.937510062824,29829.26600430082,0.08425649098882684,0.4385525569641106,30584.937510062824,29829.26600430082,136531161.04492044,56.02598566308244,4464,744.0,False,True
