episode_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_comfort_penalty,std_comfort_penalty,mean_energy_penalty,std_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated
1,-0.0812582490653592,0.16461061301450172,-0.015282953069841966,0.10663616676683908,-0.06597529599551724,0.12352476357035388,-0.03056590613968393,0.21327233353367817,-1319.5059199103448,2470.4952714070773,0.006613818147975459,0.05701971304334675,1319.5059199103448,2470.4952714070773,63462956.72400794,2.185212907518297,48096,8016.0,False,True
2,-0.07634688686754781,0.17788313987569776,-0.024830463851943766,0.1402760044646006,-0.05151642301560405,0.10242758877999002,-0.04966092770388753,0.2805520089292012,-1030.3284603120812,2048.5517755998003,0.012222329341992048,0.08213823885591916,1030.3284603120812,2048.5517755998003,49554677.627169855,3.3017298735861607,48096,8016.0,False,True
3,-0.07799547291975631,0.19070924173786583,-0.03179367028602173,0.16140528532916815,-0.04620180263373457,0.09149326216893566,-0.06358734057204346,0.3228105706583363,-924.0360526746915,1829.8652433787129,0.015812976085623764,0.09667563551043405,924.0360526746915,1829.8652433787129,44442437.98944196,4.145874916833001,48096,8016.0,False,True
4,-0.07224181022225741,0.17682578877382274,-0.02895065548107867,0.1487257821907381,-0.04329115474117875,0.08558208514024777,-0.05790131096215734,0.2974515643814762,-865.8230948235749,1711.6417028049555,0.013906258954717124,0.08507976148123042,865.8230948235749,1711.6417028049555,41642627.56863466,3.929640718562874,48096,8016.0,False,True
5,-0.06989466296503427,0.17356688113243138,-0.027682078787539994,0.14594507302609608,-0.04221258417749427,0.08330839036197146,-0.05536415757507999,0.29189014605219216,-844.2516835498853,1666.167807239429,0.013285954528012916,0.0838416840684264,844.2516835498853,1666.167807239429,40605128.972015284,3.7508316699933464,48096,8016.0,False,True
6,-0.026767139328926288,0.07070977666165644,-0.004717739316468219,0.05791441999994928,-0.02204940001245807,0.03932286132262492,-0.009435478632936438,0.11582883999989856,-440.9880002491614,786.4572264524985,0.00188884205739729,0.03020629677630254,440.9880002491614,786.4572264524985,315306.4201781504,0.6993006993006993,715,119.33333333333333,False,False
7,-0.06988933044568098,0.17394494886326844,-0.028626845696670507,0.14823068010760385,-0.04126248474901047,0.0783969130733403,-0.057253691393341015,0.2964613602152077,-825.2496949802094,1567.938261466806,0.013332006449389606,0.08463778115771571,825.2496949802094,1567.938261466806,39691209.32976815,3.921324018629408,48096,8016.0,False,True
8,-0.06465842924378798,0.15657360328468845,-0.022952830499458347,0.12913295932456173,-0.04170559874432963,0.07873309324718314,-0.04590566099891669,0.25826591864912346,-834.1119748865925,1574.6618649436627,0.009882108236795336,0.06949853554720484,834.1119748865925,1574.6618649436627,40117449.544145554,3.293413173652695,48096,8016.0,False,True
9,-0.06398490664905136,0.15436276860229178,-0.021990578732720065,0.1267961333045275,-0.04199432791633131,0.07861919214460532,-0.04398115746544013,0.253592266609055,-839.8865583266261,1572.3838428921065,0.009530082034834695,0.06860904388141305,839.8865583266261,1572.3838428921065,40395183.90927741,3.143712574850299,48096,8016.0,False,True
10,-0.06168055915153435,0.14799148903915485,-0.018632661634779356,0.11750305281852565,-0.04304789751675499,0.0818231655761265,-0.03726532326955871,0.2350061056370513,-860.9579503350998,1636.4633115225301,0.008051877700475385,0.06341463616578424,860.9579503350998,1636.4633115225301,41408633.57931696,2.661343978709248,48096,8016.0,False,True
11,-0.06092116413839469,0.14454601356370686,-0.018599586291863614,0.11627856330774472,-0.04232157784653108,0.0777829569976828,-0.03719917258372723,0.23255712661548944,-846.4315569306215,1555.6591399536558,0.008048738374702182,0.062266453562604414,846.4315569306215,1555.6591399536558,40709972.16213517,2.669660678642715,48096,8016.0,False,True
12,-0.019845717788212768,0.037351955135286295,0.0,0.0,-0.019845717788212768,0.037351955135286295,0.0,0.0,-396.91435576425533,747.0391027057258,0.0,0.0,396.91435576425533,747.0391027057258,283793.76437144255,0.0,715,119.33333333333333,False,False
13,-0.06046934087977723,0.14373140786453015,-0.017421337804329133,0.11342401779410204,-0.04304800307544809,0.0801241894512482,-0.034842675608658266,0.22684803558820407,-860.9600615089618,1602.483789024964,0.007649829969770831,0.061114046090953784,860.9600615089618,1602.483789024964,41408735.11833502,2.480455755156354,48096,8016.0,False,True
14,-0.05840539911043015,0.13489315735529867,-0.015538091329654441,0.103727442046794,-0.04286730778077571,0.07936880783215272,-0.031076182659308883,0.207454884093588,-857.3461556155141,1587.3761566430542,0.006101087266022086,0.05172767541792598,857.3461556155141,1587.3761566430542,41234920.70048377,2.3307551563539586,48096,8016.0,False,True
15,-0.057101045817866125,0.13330496429263705,-0.01579801695002867,0.10401196146011424,-0.04130302886783747,0.0758826546088322,-0.03159603390005734,0.20802392292022848,-826.0605773567493,1517.653092176644,0.006311721281572203,0.051115748854435185,826.0605773567493,1517.653092176644,39730209.528550215,2.368180306054558,48096,8016.0,False,True
16,-0.05903405118550679,0.13625406916442,-0.01730816693947024,0.10729971255086582,-0.04172588424603654,0.07711645764873885,-0.03461633387894048,0.21459942510173163,-834.5176849207307,1542.3291529747771,0.00619603514997236,0.0503832823448442,834.5176849207307,1542.3291529747771,40136962.57394747,2.684214903526281,48096,8016.0,False,True
17,-0.05886736049505046,0.13875790509833458,-0.017602884783559973,0.1114656683031346,-0.04126447571149048,0.07524896826978238,-0.035205769567119946,0.2229313366062692,-825.2895142298095,1504.9793653956474,0.00700454081433061,0.0574012500273263,825.2895142298095,1504.9793653956474,39693124.47639692,2.6114437791084497,48096,8016.0,False,True
